"","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01"
"herpesviral ocular disease",-0.00260303810589376,-0.0164255197056546,-0.257398591167516,-0.565687541537615,-0.278828633296003,-0.104229249778047,-0.0438726777067151,-0.0492672880825608,-0.0665418537038805,-0.0992748900549892,-0.222599816747017,0.0143043275172312,-0.101330669529912,-0.0548725041791885,0.0238746755042234,-0.00290229144129056,-0.0575193503471745,0.0388014404972028,0.0905503647546379,0.0177317196945785,0.0486299989922782,0.014428128155746,-0.0242661586959178,-0.0185480658492586
"heterophoria",0.0256710087425629,0.0117287758774991,-0.41705801399151,-0.865139859335919,-0.528254415218861,-0.132975711860286,-0.0940918314981075,-0.247157868862377,-0.0929944773916072,-0.154890853863275,-0.203174528753444,-0.147909546030097,-0.154118429113182,-0.13463877700039,-0.0200684563825284,-0.0795974337773217,-0.192241393119737,-0.026543941382427,-0.117392468431291,-0.180993495064705,-0.167753540073657,-0.221946667089629,-0.146958322481425,-0.169711360096998
"hypermetropia",-0.083159510712485,0.00948884967287448,-0.398811775482696,-0.9131474944452,-0.529938628145743,-0.0792345211089964,-0.135244308718667,-0.175936114985142,-0.0189105800567014,-0.206219808463056,-0.143830511651611,-0.0604612643481731,-0.249752081287097,-0.0936440071977559,0.0325695000977253,-0.17683007322886,-0.125607159259254,0.0220636555768563,-0.205953564722587,-0.118017819479,-0.0405556591811741,-0.29417786261815,-0.0784825506517068,-0.08269213455168
"hypertensive retinopathy",-0.00540536097599151,-0.0412343856475839,-0.336902158565956,-0.625508472856405,-0.427231121778587,-0.134252773491912,-0.109743064625301,-0.213465999586942,-0.12879711156973,-0.22003545097814,-0.21682069991732,-0.144453204878574,-0.19219392406484,-0.212405309103843,-0.0881077359723611,-0.142510803095018,-0.234762135372473,-0.115534656096795,-0.149535173685185,-0.182561439423908,-0.169835276861541,-0.272072716445079,-0.232304744930953,-0.223016606789163
"hyphema",-0.11763834591034,-0.144504696802963,-0.277823466971966,-0.47837787979245,-0.265798890101866,-0.124090769769227,-0.173357432505044,-0.292536119046384,-0.185992789625868,-0.180349083480706,-0.194679837922666,-0.0958872527481364,-0.230668579267196,-0.232856785515883,-0.137420245457698,-0.0907591190873634,-0.101927278885516,-0.0826886657459315,-0.179375599498939,-0.228135125434667,-0.207439080076932,-0.22296049203784,-0.146379698462933,-0.159742885062863
"intermittent heterotropia",-0.0235683109700254,-0.0495468339857816,-0.416883513838681,-0.841398794091908,-0.470964260363268,-0.0770067296934,-0.0941770402422581,-0.239835183170401,-0.112818872020839,-0.163902087275283,-0.170615126204691,-0.11857044889657,-0.144514759108274,-0.172672196139084,0.0026396789157186,0.00880952290644191,-0.0905036924415069,0.0497763246597641,-0.113028649696759,-0.200571520635707,-0.146952133347438,-0.211955126853385,-0.113346284985349,-0.112715867489949
"interstitial/deep keratitis",0.080560381254463,0.014137024224339,-0.318120104576288,-0.622013560916429,-0.352195092356138,-0.0805175324355813,-0.143766458393349,-0.186460918413321,-0.206256316755874,-0.0984747815596482,-0.124449639550372,0.0092676762715942,-0.0984986744986161,-0.0766065253839845,-0.00792339723903567,0.00155337171842075,-0.167604763811422,-0.0302731397669859,-0.089105014577318,-0.103928870643444,-0.310462419948934,-0.220654819387308,-0.0552647281229889,-0.238908609541871
"IOL displacement",0.0422566313883544,0.0309978804462832,-0.324833037519781,-0.724368099889939,-0.351348969547682,0.0371230909337057,-0.181808572968395,-0.214066286490644,0.00622406491115584,-0.161596557942495,0.0732973522882678,0.152035836589556,-0.0552791126749599,-0.0540510813546463,0.0489286257772053,-0.243554563223491,-0.119785422717427,0.111256832628509,-0.255216708398688,-0.176100563335774,0.00518616609753035,-0.147633475879262,0.360219517857806,0.334369747786227
"iridodialysis",-0.0265093821051673,0.0323935661562498,-0.280313878588386,-0.619827777334297,-0.310214408876232,0.0339269509261738,0.0158012507598992,-0.136581547148518,0.00121039830297202,-0.142014522422373,-0.0414131929160207,0.037354649747471,0.0323073049924827,-0.0954020816772815,0.1085647476604,0.0353581812397492,0.0150891391776411,0.0814499062650766,0.0124661980267,0.0580938595795039,0.0759001862918909,-0.117914794611422,0.180527862616366,0.0257582787390362
"iris/CB adhesions/disruptions",-0.0875180454040525,-0.0291996301143594,-0.335107366354168,-0.739733944719309,-0.406790871581889,-0.057377430188804,-0.160675465380678,-0.209403635723697,-0.0358936829387274,-0.231337837289529,-0.211700107878474,-0.0692887710686969,-0.27253235930447,-0.165581048060711,0.0557990077018069,-0.188010361305758,-0.184183040552641,0.0376644342824355,-0.182083157722124,-0.139986497631365,-0.0362800776559519,-0.290801133605556,-0.123469834546292,-0.0445663046123068
"iris/CB degenerations",-0.0373419098138931,-0.0388802059746352,-0.392106339234169,-0.798407263698117,-0.459492759764526,-0.0811477257249445,-0.074719301823787,-0.223830491987031,-0.163798842708614,-0.236010768180108,-0.226316284020579,-0.137592141840206,-0.194953965256866,-0.173689258742541,-0.0477115973602038,-0.110927650235707,-0.213956592686542,-0.0578685519854966,-0.109514095935735,-0.174627623832281,-0.153418592573418,-0.242844352472474,-0.189095013517172,-0.204983213858428
"iris/CB/anterior chamber cysts",-0.12710928014289,-0.0571898276991582,-0.351079913540093,-0.800969561935539,-0.506355205449382,-0.0920708207118459,-0.14460859715115,-0.208679117890528,-0.122292863543973,-0.140637832677196,-0.288809728718465,-0.167291440157435,-0.290211209673647,-0.224764341463705,-0.019497171622539,-0.139652814408696,-0.14940804698973,-0.0706804066676042,-0.271625499085941,-0.148182874438142,-0.12845911110402,-0.217029436094158,-0.231509105467462,-0.204605103991044
"ischemic optic neuropathy",-0.0000626011599888884,-0.0322570052898805,-0.32432276125814,-0.64299115819458,-0.358600110956316,-0.0130857891004535,-0.0370120974867012,-0.155577888001464,-0.10048206927015,-0.192615202451361,-0.21249243570286,-0.103720025802119,-0.155184949792783,-0.153784575165556,-0.0172713122374718,-0.0875356335637069,-0.182009009197363,-0.0472932058479293,-0.0358337220382187,-0.108214079649582,-0.0809191997004313,-0.19226713426017,-0.142046438437263,-0.136959912850305
"keratitis - infectious",-0.0361306544417222,-0.036681704670744,-0.30188067912281,-0.568835522711693,-0.278358049587326,-0.0255198400957678,-0.0610408303180902,-0.187121141771749,-0.144681871598915,-0.173286263021824,-0.147059083633048,-0.0816713135557739,-0.153993992790541,-0.154350764150323,-0.110655284564865,-0.087898243182313,-0.114469846743537,0.0296659153485297,-0.0422580145422338,-0.125890474431794,-0.153502589329167,-0.212067513265786,-0.089505964612083,-0.118339752881193
"keratitis - other/unspec",0.0135697526688667,0.00496464958580596,-0.266113327996104,-0.635286143861695,-0.376472234528175,-0.0512445759459974,-0.14431480008075,-0.209127647579467,-0.0749373497503072,-0.236642910745641,-0.160886361553705,-0.0247537322715327,-0.166192017497313,-0.148115052019042,0.056181935046011,-0.099770731390301,-0.168833250206374,0.0687326834225497,-0.161475828336451,-0.0953878115151357,-0.0112939310737219,-0.261298285359117,-0.109593191601708,-0.0615531889652076
"keratoconjunctivitis - dry eye syndrome",0.0397943602258258,0.0212472983358501,-0.364552574942826,-0.788443194927243,-0.417128315817569,-0.0446916698797993,-0.0691875618437355,-0.163138353866179,-0.079847940042456,-0.137243894594048,-0.143303080358399,-0.0552760990278612,-0.0895223862879572,-0.0790185391905812,0.0451781067742254,-0.0142755151576545,-0.106704422053472,0.0366728027430056,-0.00744558786813506,-0.0168687713260528,-0.00601495824892703,-0.12270714848428,-0.0473071194793217,-0.0779348936407924
"keratoconjunctivitis - infectious",0.120709514314718,0.0553492721897644,-0.176529788837167,-0.630749183365912,-0.41519670504925,-0.327002710954879,-0.379678262619912,-0.365700653451024,-0.367716232577339,-0.293859228454707,-0.36427585858206,-0.391764928168679,-0.437932371114702,-0.491021499152854,-0.265807965737395,-0.363043758532214,-0.395585397574638,-0.376042064795731,-0.389907772721216,-0.327752026154395,-0.354470406136545,-0.403542666602961,-0.429856296034914,-0.497820036913074
"keratoconjunctivitis - noninfectious",-0.0683963798662613,0.0331974029715021,-0.286931794434243,-0.673379300021116,-0.338880195854112,-0.01318556173719,-0.111984574523213,-0.140682906229157,-0.0544575846805036,-0.202321931973336,-0.0989104573715209,-0.0045904270739347,-0.185676219914469,-0.0511551619051609,0.0677978966834978,-0.122544122536677,-0.0668325941469735,0.0604905444513388,-0.142518175318607,-0.0214366267267459,-0.00310692840734158,-0.240358769783071,-0.0448034564959325,-0.044238832075207
"keratoconjunctivitis - other/unspec",0.00720832686628017,-0.0567493584374649,-0.23947261421556,-0.61933795764113,-0.304012548901189,-0.0356317119581516,-0.0725911181549451,-0.0986678950560447,-0.0894295091361594,-0.0442027483680845,-0.117089249152711,-0.0700744824108875,-0.116829123183911,-0.122774722966303,0.126156938465724,0.0780813683187606,0.021880127541015,0.179666663687429,0.0969079257014133,0.196547833897092,0.115591106492506,0.0618459232050856,0.124920811309219,-0.014819302501023
"keratoconus",-0.0533890596974814,-0.0323252748844869,-0.385202140284518,-0.825521340310116,-0.485923462081458,-0.118356160963448,-0.0937018735442819,-0.187471709286947,-0.0989238019247894,-0.159432337599652,-0.17996762111162,-0.102333024386617,-0.170287873174137,-0.149255535378404,-0.0446298175034776,-0.0606947543356461,-0.176483541624927,-0.0720212294535911,-0.123956548084448,-0.124721514573498,-0.100285795019163,-0.18541201330495,-0.157481571651676,-0.191208806936792
"lacrimal passage infl - chronic",-0.00374578989853997,-0.0431207502206896,-0.375957041415378,-0.699188669495482,-0.430975784763514,-0.115850213667317,-0.117252715832997,-0.131245194085425,-0.128089511136315,-0.255132778907161,-0.21808830264095,-0.107705105854419,-0.173922809137222,-0.197367202452378,-0.0706081181020954,-0.069695333709451,-0.223557691138078,-0.113794191263042,-0.135310697192108,-0.0960353566557375,-0.143083631827956,-0.232104675999026,-0.0559143247838891,-0.179339587035868
"lacrimal passage stenosis/insufficiency",-0.0398950256100654,-0.0498604255672649,-0.404244632448616,-0.825602995947066,-0.531528279134489,-0.210060362395524,-0.205687088143691,-0.314026631971438,-0.238651578373356,-0.267216027842098,-0.297418642316782,-0.244815653514607,-0.293926345119689,-0.27664093488378,-0.166494722486913,-0.183881553844818,-0.281415511827284,-0.161132169002592,-0.186508236571096,-0.212440746982896,-0.211021868405549,-0.28642940848179,-0.249843308967676,-0.288217526946477
"lagophthalmos",0.0280348097233343,-0.0243514215754088,-0.380492878541804,-0.756329831537685,-0.412547917573053,-0.0974516455312747,-0.0602199259472312,-0.181039798881819,-0.109327124359492,-0.178612160582296,-0.164627460343208,-0.070666247350187,-0.0931134423423333,-0.10107506499577,-0.0213596404807975,-0.054818455935059,-0.135115791498637,-0.0115672234957086,-0.06541791183803,-0.0840617520121674,-0.0677168021397225,-0.210929036753207,-0.104076508864286,-0.138284133987523
"lattice degeneration of retina",-0.00509701783816526,-0.0074010535461725,-0.348271524739639,-0.700242559561631,-0.449024903418536,-0.092686169900429,-0.0411542857629264,-0.157333829732318,-0.060209214437335,-0.14755371598003,-0.18523247573924,-0.119174000302809,-0.163190387017952,-0.158210222297938,-0.0534544347050124,-0.116980427779708,-0.211687661933945,-0.0608123546869028,-0.069692289750127,-0.11779099158387,-0.0700978580542937,-0.174617217988215,-0.147119442327173,-0.164480497383491
"lens dislocation",-0.0246642239713378,-0.0434596911768441,-0.296079601640485,-0.619432113152412,-0.391718180582412,-0.0946913233127214,-0.110760882057416,-0.191891804891337,-0.10062464988664,-0.180517813307209,-0.179035708933225,-0.139033945944314,-0.174295521253163,-0.159383255893421,-0.0675095115183434,-0.0907837217955035,-0.191740969207499,-0.0519019658358734,-0.115478382476353,-0.113372986494867,-0.0873431847262518,-0.215745517216116,-0.1562122037403,-0.17018417908445
"lens fragments post-cataract surg",-0.146269010525187,-0.054299441665696,-0.271948164456909,-0.62731495666732,-0.406490743882505,-0.177410128077043,-0.265179287143445,-0.259562732322816,-0.113760343294098,-0.256920933803388,-0.209374813926134,-0.109004730482103,-0.366192082895083,-0.264628565651217,-0.0856408421690991,-0.194800980511294,-0.110727625851496,-0.0203580272218066,-0.292476621887615,-0.22328710014839,-0.0232226026577988,-0.26931580191933,-0.110387159401244,-0.0757959650621056
"macular cyst, hole, or pseudohole",-0.0583028166217345,0.0199996235202295,-0.308631742412914,-0.709285633793011,-0.394270922149799,0.00740525338442497,-0.0812932519840086,-0.117209335412342,-0.0102196164117264,-0.206852493068645,-0.137997146555553,-0.040510060237526,-0.215289435033882,-0.105910665326752,0.0543179314453071,-0.165626664199137,-0.133698813971752,0.0366826600552174,-0.127335380663472,-0.0435948508650351,0.0273586716661529,-0.230690071025701,-0.072114618125246,-0.0568804103156096
"malignant neoplasm - choroid",-0.0633375470380486,-0.0503277094832672,-0.297706073132976,-0.502821213410067,-0.27238731873813,0.0198064892453308,-0.0833073734893323,-0.181111352627937,-0.0816338896349713,-0.180722796793044,-0.179450601982944,-0.0670642470766043,-0.184035549870488,-0.193602406909886,-0.0626333510147903,-0.125930298719527,-0.197660339541381,-0.0563330624702149,-0.165479048075824,-0.186562953326617,-0.116529122538848,-0.192140870194786,-0.153340596301818,-0.141511709889145
"malignant neoplasm - conjunctiva",0.169890660946875,-0.0684168108539826,-0.176171716243135,-0.659019024303586,-0.400087255132393,0.00342956151883981,-0.198747063565643,-0.210819222411232,-0.155285598241343,-0.179664307888072,-0.129838109840705,-0.0567420917679662,-0.0110766379891441,-0.104370484722383,0.0656376629286295,-0.0561477630965764,-0.244368057864657,0.0361136626654147,-0.121622566744821,-0.0310382526401836,-0.013483636779252,-0.0893826276476662,-0.0247862618194381,-0.0637030410573136
"malignant neoplasm - eyelid",-0.149513056135162,-0.0877189087649748,-0.383326528540835,-0.74933797284724,-0.459165808582937,-0.14171045781385,-0.194371389143548,-0.17566855018976,-0.100586421017519,-0.236964925241919,-0.138852574026307,-0.114595154334523,-0.340311234884523,-0.263341689236604,-0.179478237468901,-0.362570170284217,-0.278359359923595,-0.117352671156709,-0.242696717348502,-0.0549564518649301,-0.0213452131492389,-0.271924111201133,-0.104627392959539,-0.200572358478093
"malignant neoplasm - retina",-0.188454713636172,0.127466579735904,-0.0374350845364025,-0.430495301498263,-0.262905064688323,-0.0827366643196333,-0.25712960717706,-0.122661798039517,0.114151951989816,-0.219815670261187,-0.00611050007330126,-0.147387638412751,-0.3422552073558,-0.0666823835201465,0.338158620666999,-0.0142190332355825,-0.0293674767774421,-0.163206877094809,-0.32796704271809,0.0351116310953293,0.0642567471847069,-0.184077023209457,0.198286995286309,-0.12568857956578
"myopia",-0.117682296404141,-0.0308177530345469,-0.40392281844321,-0.89553166210827,-0.526347716246754,-0.0946202907452431,-0.145239419993817,-0.181231223435546,-0.0234983657389458,-0.203372855291255,-0.15535683184709,-0.0732368255897682,-0.257763904090527,-0.11160745363172,0.0127183080047759,-0.186102927340681,-0.14956098225409,-0.00344580751275487,-0.217834969644292,-0.13753040714885,-0.0371340902874151,-0.288595622193474,-0.111462450469098,-0.109879926177969
"NPDR w/ DME",-0.0408840082692756,-0.0742471072840567,-0.303010528223606,-0.50375822177595,-0.340971321236487,-0.135901049520655,-0.163511801068319,-0.25026789731796,-0.155217345580735,-0.193882558081435,-0.200985430780328,-0.136785578523751,-0.211819490567157,-0.238615236487921,-0.134230936717553,-0.120128012805436,-0.189780627071137,-0.114277064611065,-0.177586409334912,-0.226819446200492,-0.176964837996564,-0.231405358337146,-0.177321927597579,-0.186854960585179
"NPDR w/o DME",-0.00331169764682368,-0.0464873117104817,-0.372205343918398,-0.713463525557961,-0.427118083274511,-0.0903009701490889,-0.0917000471293313,-0.213720347542782,-0.127009850966904,-0.209483992760691,-0.203329438753278,-0.117880252358256,-0.172150726628037,-0.215550921414173,-0.0827573128217214,-0.126859443228206,-0.205240944139225,-0.0853772084331386,-0.133160151336893,-0.184626824364267,-0.141956274622974,-0.218841668353718,-0.144281497644409,-0.155097049747389
"nystagmus / other irregular eye mvmts",-0.0954677659731553,-0.00328539888621367,-0.395900567869881,-0.828454622998198,-0.450661453701846,-0.0727307665569921,-0.17768353831968,-0.208342204726164,-0.138375782975071,-0.244353983091232,-0.194241977067332,-0.0888999984263205,-0.266078786654691,-0.138084582573309,0.0504349434874168,-0.19627844611662,-0.157139428962818,-0.0157576099552338,-0.253035785061845,-0.150824429373405,-0.116072744341291,-0.316448447972532,-0.136518969304573,-0.131986852684552
"ocular hypotony",-0.122267524471139,-0.0472423687520726,-0.28888519191555,-0.606665773006726,-0.289664396270176,-0.0520053964033603,-0.169017527610765,-0.1848817700287,-0.0934060896747,-0.182092569760827,-0.130027995994418,-0.0532221956370275,-0.24932830725669,-0.104461733474186,0.0530462448291675,-0.106686661040982,-0.118209477150835,0.00592658880471084,-0.155573185040716,-0.0847382737628129,-0.030221442785549,-0.185896145720192,-0.0739285968372683,-0.102354371017906
"ocular laceration w/ prolapse",-0.0075196451862138,-0.0112013148170642,-0.307966054319395,-0.489821452921763,-0.301268750228445,-0.0835890690084049,-0.0705812318672909,-0.173352245623684,-0.0715070921687783,-0.105983444472021,-0.107022351447017,-0.115219179230816,-0.129155739917002,-0.113214954614486,-0.0708666326217337,-0.0730459188533014,-0.158497864504649,0.00306363523860841,-0.131466005795559,-0.0561339756890881,-0.0525570503429109,-0.204381107818713,-0.11215149359402,-0.169185490319763
"ocular laceration w/o prolapse",-0.0650303977030314,0.0626785831292481,-0.0705578862528348,-0.400617597901439,-0.180805018732169,0.139529831619811,-0.105175993019203,0.000831690733251075,0.128213433954697,-0.0790119266049853,-0.0685927885347971,0.185124623406801,-0.107042173768256,0.0584230012248472,0.333404457269037,0.0756577996864508,0.0132529181530293,0.277885594498866,-0.121923388227843,0.135593761204295,0.296423262362289,-0.0399630951565196,0.2113408768242,0.17048558366454
"ocular pain",-0.0636064574218464,-0.0877133857250093,-0.355242472900082,-0.586262557104115,-0.367816803839819,-0.136409137799974,-0.132165662089203,-0.245672569028888,-0.147717019002139,-0.214706869858423,-0.214142208510202,-0.115157843341787,-0.18568211628255,-0.198635686293414,-0.0782305826387168,-0.110556531807418,-0.193212265729588,-0.0770996856608344,-0.138788635430919,-0.17186503971882,-0.117562974270491,-0.227219526760318,-0.179258264235433,-0.192641960060821
"oculomotor nerve palsy",-0.00338487260390509,-0.046866171244503,-0.343620285458584,-0.517749621162833,-0.217251929937933,0.0741478244117352,-0.0507414784016293,-0.199857430075887,-0.0910809953148326,-0.134230572242603,-0.0320973398928322,-0.0653094218459065,-0.0962506992513988,-0.210216967615496,-0.0908390404719729,0.0113426663249371,-0.0157485508785831,0.0970780217939398,-0.129043670841936,-0.19815293611083,-0.123988008392465,-0.189905482151286,-0.00377603882399702,-0.0788208289697836
"optic atrophy",-0.00824003429447773,-0.0350477303569012,-0.388231914844005,-0.779048310245954,-0.457681755288078,-0.0760236942636415,-0.0809039588329612,-0.205178527472903,-0.105806770921808,-0.16942583109726,-0.157217263129767,-0.0733558729073209,-0.138973539786848,-0.170657616049375,-0.0270580794324486,-0.122317656358202,-0.204130400806502,-0.0770295782699913,-0.0977160845393826,-0.137408154390763,-0.108545578843901,-0.229999702270807,-0.178107284490354,-0.189271612600084
"optic chiasm disorders",0.201675690581539,0.00596392221854185,-0.335411482354128,-0.640640534026126,-0.304676229837504,0.00691562596912069,0.12610952122241,-0.0675729835041781,0.0949453581897867,-0.0718321346862981,-0.171671799416382,0.00273811497411175,-0.0117799868035528,-0.061147452352452,0.15818925856748,0.0153037495033471,0.00305919526722685,0.240964397064832,0.158742865447757,0.0772192607994277,0.201206799452813,0.0935948801938761,0.0515808173335411,0.0099287274220252
"optic nerve/pathway injury",0.167408947696408,-0.0723765253775189,-0.242860563967976,-0.688360770825876,-0.337418371217824,-0.141129875575539,-0.0781327379735262,-0.227246452798477,-0.143680313809051,-0.0527065910943315,-0.0837231274404787,-0.153250521277578,0.00474898165473859,-0.091983362757977,0.182644743291303,0.0755337088817317,-0.14367298763577,-0.146734020205867,-0.196826975003511,-0.231921987298038,-0.221960943869899,-0.269494558376111,-0.356407893593965,-0.282468089252222
"optic neuritis",0.0196089751670058,-0.00179831242401217,-0.350615398678624,-0.631017108833145,-0.351556999550046,0.00779115274136366,0.00180612069999155,-0.159294062896271,-0.0861608395842272,-0.142931585779491,-0.118974744792803,-0.0678007629153768,-0.0269324417784488,-0.115845347750384,-0.015210590675139,-0.0229346426962628,-0.0914920987478847,0.116561099635911,0.0265098209692919,-0.0574825885761314,-0.0687070232131339,-0.145204279371679,-0.061683737356068,-0.100453207243793
"orbit inflammation - acute",0.0293341186515343,-0.0757905893621531,-0.191724561671607,-0.553816619054541,-0.32231698856355,-0.140815703971541,-0.12035792735707,-0.167483336125813,-0.166867163322741,-0.16134398896028,-0.207245348737693,-0.237800101970092,-0.201048862020379,-0.240631839855455,-0.00681676196102762,-0.0510072930197938,-0.224302798579883,-0.205437935477616,-0.255203997270537,-0.139190464449375,-0.205722105703907,-0.279673472200627,-0.193588694127864,-0.329450984478003
"orbit inflammation - chronic",-0.0341747538611579,-0.0518445389137412,-0.350315580062742,-0.655212467981437,-0.285785921623345,-0.0599427996315819,-0.182954817261643,-0.070202597458369,-0.0116515531395783,-0.349328964759557,-0.180090299509158,-0.174183679364038,-0.199716074403255,-0.106842020529851,0.0196439109171206,-0.21664675647715,0.00865871545526227,-0.0155365964753426,-0.202777101558325,0.0303779122436141,-0.042168604805408,-0.310180541363446,-0.0773535784062501,-0.104463677488078
"orbit penetrating wound w/ FB",0.0971651858602619,-0.0162260699249452,-0.206497860033123,-0.444431923408018,-0.245834318400582,0.147184253753918,-0.0744434390698576,0.0345273085181267,-0.0909263890643916,-0.0911168866912943,-0.091373983767322,0.00971181424468793,-0.0251841246090502,0.00902126490833362,0.0438551847296791,-0.0236276880852243,0.185876493219325,0.126114699459276,-0.0434529277504307,-0.169789174455563,-0.0675947348057256,-0.164298429080414,-0.143157164816791,-0.231582626292257
"orbital floor fracture",-0.10370409969284,-0.128962913704618,-0.3078907874689,-0.639402331184858,-0.380882485724786,-0.188255318037329,-0.241117677005104,-0.265288484991945,-0.298141541315648,-0.265147087081249,-0.317896145465933,-0.254936443863121,-0.294206923716037,-0.283640786836718,-0.151879594479324,-0.249922815413106,-0.254757903539151,-0.18516589476335,-0.26784890321397,-0.199509164417481,-0.284754537796732,-0.371263794720687,-0.324948663578556,-0.352380626486617
"other binocular eye mvmt dis",-0.0858016323859378,-0.0995322796687918,-0.450283195797551,-0.841097916271314,-0.492101085420159,-0.159632642269536,-0.155094484374912,-0.311391181416789,-0.155073772834513,-0.202449772799764,-0.224114394008084,-0.165405586335332,-0.260482972352357,-0.269352564722416,-0.10797359588761,-0.154782684180154,-0.155904761976692,-0.0609594829932603,-0.163914397052961,-0.264616611911107,-0.193103947118107,-0.246847444423571,-0.168771673753943,-0.15478699615549
"other binocular vision disorders",-0.0934002894522218,-0.0737439021032335,-0.384961461382399,-0.877051600208737,-0.659181094669773,0.00050075409175998,-0.225438777134139,-0.263462552363359,-0.0915497225911125,-0.352936643030851,-0.410010789390853,-0.300386613674035,-0.322941338965628,-0.191595571703195,0.200884968596578,-0.360225243505203,-0.322907670861811,0.00761538610089867,-0.309581513423619,-0.431398573808449,-0.272121530142819,-0.355875592783731,-0.294620223774503,-0.334732717482623
"other choroid disorders",-0.0789693298241896,-0.00260516646403675,-0.289461333493606,-0.630629082952221,-0.390560061801124,-0.0356307862175623,-0.220774636341729,-0.179136236565334,-0.119148037344465,-0.288830802875377,-0.222250260349067,-0.132794562506849,-0.318264762568928,-0.156721444356431,-0.0480599802469067,-0.259182278616408,-0.187998574771778,-0.104388942383904,-0.268848246094029,-0.129555685175454,-0.0785388077309572,-0.298418046336649,-0.205402084966172,-0.167147372367518
"other conjunctival disorders",-0.0578715268724701,-0.0762782980866223,-0.416001891187613,-0.751784402760444,-0.478334800063159,-0.160494692430068,-0.182457489228223,-0.298470181791332,-0.219508975517354,-0.234062580349502,-0.261067988512569,-0.169912343258077,-0.268033279667889,-0.258852304486051,-0.14233219912032,-0.158448561553565,-0.240194017204252,-0.124317087052073,-0.200101282589788,-0.243072984608213,-0.23794345159932,-0.305223499187369,-0.223400271150887,-0.256622431144339
"other corneal deformities",-0.0133023450679118,0.0341911665256481,-0.296868484953205,-0.824288873729256,-0.375645046641775,0.0198978632008319,-0.148849078051423,-0.0868412283782675,0.0131091329609909,-0.132288769812197,-0.0104094080415356,0.117482252290987,-0.144901636700398,0.00615529319859496,0.125493096355365,0.00448384519087711,0.0896401072639081,0.194881977871318,-0.0791121777788112,0.0592514447461521,0.185350008962837,-0.113140274253935,0.0900220520075547,0.0846373843976768
"other corneal disorders",-0.0327840042684184,-0.0105368011148109,-0.322887269628448,-0.638081634475536,-0.372270630486216,-0.13137763309524,-0.130732262179749,-0.206445322213452,-0.138575007658941,-0.174041469502902,-0.183887048212292,-0.121417662666737,-0.180302334027076,-0.141165466558397,-0.0391937803779335,-0.0532098985291092,-0.163663305554168,-0.0787859371210321,-0.150169580208723,-0.156351254399862,-0.130313121639784,-0.23866844948847,-0.185646841156587,-0.235959802103121
"other endophthalmitis",-0.138222921324595,-0.185805677395739,-0.284882011919185,-0.501998546740213,-0.345161053279708,-0.145749145741984,-0.284994521847168,-0.208515625317488,0.0263299748098133,-0.0390371068567413,0.023335785463427,0.0394800486945873,-0.268503444375874,-0.314884088254428,-0.190241778688225,-0.315993549260265,-0.280140149431288,-0.133247283080537,-0.2990620522475,-0.147712937316852,0.181458069915629,0.0449684017056475,0.197840907322727,0.134566750581251
"other eyelid degenerative disorders",0.00034584989865361,-0.203909094007931,-0.577737453467787,-0.869342661517209,-0.593479375245403,-0.242313397272546,-0.187150809476024,-0.216836463054779,-0.0374558770957934,-0.119902456833424,-0.21476934284518,-0.142148122093363,-0.245241717065273,-0.313254107012482,-0.277400731781148,-0.30131843174243,-0.423084409942131,-0.269939203948212,-0.161162220203533,-0.1979810424087,-0.0898028105481792,-0.260502921878038,-0.323286668105371,-0.30438892963601
"other eyelid function disorders",-0.0301546848822155,-0.106980953234317,-0.403561459608864,-0.825496606161171,-0.437408546457216,-0.0148499882094968,-0.0313824749777944,0.0183525495040832,0.276278051573089,0.0589293021153476,0.0375926011125882,0.0343257851772139,-0.243157992675233,-0.0637525595992174,0.28190112939187,0.0819939000680471,0.221879814044251,0.336242695812225,0.0110485042412242,0.348928725848194,0.587961154881238,0.0471817364570619,0.152686555111661,0.0719350515896446
"other hereditary corneal dystrophies",0.032958597057697,0.0216982738040684,-0.374312000872031,-0.816698642319976,-0.465836928505301,-0.0834841338322213,-0.0798243005265619,-0.177698039780305,-0.111138757150728,-0.17741598801736,-0.187139166281344,-0.0914920830108435,-0.132201548410761,-0.132279132943221,-0.00314594731862751,-0.0869088843388793,-0.180084250439013,-0.0282513210707241,-0.0774045300635369,-0.0796219513764058,-0.0751124951381294,-0.195442797613145,-0.143178507155414,-0.158186366513249
"other iris/CB disorders",-0.172319074165262,-0.0400872470741756,-0.33855641381738,-0.840182862924875,-0.491580243978039,-0.170520649001788,-0.256352383837312,-0.198117359249444,-0.0926832846305902,-0.279266705501608,-0.191705020228349,-0.0972617250286029,-0.355856465922332,-0.182796135428352,-0.0187923338713408,-0.210440184758339,-0.160090025232754,-0.0684249094526374,-0.290029114606305,-0.14506767373054,-0.0654213906299906,-0.262887516600431,-0.0703892189977062,-0.106916490037592
