"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"164","vitreous membranes/strands","-0.252617213043821","-0.252865770453929","-0.214140387858853","-0.289551605148063","(-0.29,-0.214)","0.00001","-0.165350095039326","-0.165682332679604","-0.122467489010933","-0.206034638769717","(-0.206,-0.122)","0.00001","-0.253835170239582","-0.254338887238311","-0.201027057793621","-0.303578454660617","(-0.304,-0.201)","0.00001","-0.261519363273713","-0.262051697431527","-0.210572343749805","-0.309664410640966","(-0.31,-0.211)","0.00001","-0.188249158144848","-0.188687081347497","-0.132333356092915","-0.241225129295806","(-0.241,-0.132)","0.00001","-0.18805957373047","-0.188581604429474","-0.132456400521796","-0.241009822635421","(-0.241,-0.132)","0.00001","-0.2135256568241","-0.213536040878875","-0.193974296861667","-0.232571963655928","(-0.233,-0.194)","0.00001"
"165","chorioretinal scars","-0.125009881145692","-0.125248515480328","-0.0888872619180873","-0.159599486489018","(-0.16,-0.089)","0.00001","-0.1721958818636","-0.172350658266719","-0.138360057417971","-0.204887959420934","(-0.205,-0.138)","0.00001","-0.122458688555933","-0.122795886600157","-0.0787956803712802","-0.164242358233393","(-0.164,-0.079)","0.00001","-0.141590374889827","-0.141814077327542","-0.0994032515108766","-0.182240057335486","(-0.182,-0.099)","0.00001","-0.124376386838592","-0.124676613458157","-0.0813231559011249","-0.165579281023284","(-0.166,-0.081)","0.00001","-0.188924120305055","-0.189107322321066","-0.149425453012204","-0.227443894575539","(-0.227,-0.149)","0.00001","-0.142336565503636","-0.14239259541745","-0.12677910231387","-0.157699193456465","(-0.158,-0.127)","0.00001"
"166","hereditary retinal dystrophies","-0.0915438554475751","-0.0916742581532408","-0.055449695572769","-0.126633727000863","(-0.127,-0.055)","0.00001","-0.157524081232308","-0.157746518203596","-0.123867874729762","-0.190019368693101","(-0.19,-0.124)","0.00001","-0.13000862260944","-0.130359731420391","-0.087935448766704","-0.170384184152621","(-0.17,-0.088)","0.00001","-0.142450854064014","-0.142761266817489","-0.101121149792814","-0.182205362352672","(-0.182,-0.101)","0.00001","-0.112582324378869","-0.112811323685995","-0.0701293330188814","-0.153430203712517","(-0.153,-0.07)","0.00001","-0.19061328010621","-0.190934262599514","-0.151895912598244","-0.227785605882701","(-0.228,-0.152)","0.00001","-0.133220223639941","-0.133257977591413","-0.117823682456496","-0.148347630276951","(-0.148,-0.118)","0.00001"
"167","retinal hemorrhage","-0.15939673080648","-0.159654447347604","-0.121514797806964","-0.195992763023197","(-0.196,-0.122)","0.00001","-0.141782177727855","-0.142131830071597","-0.102623391998523","-0.179372254569934","(-0.179,-0.103)","0.00001","-0.203957026697422","-0.204289211623162","-0.158309287800066","-0.247521145519489","(-0.248,-0.158)","0.00001","-0.248911555237131","-0.249220914937734","-0.206825756472614","-0.289673594480567","(-0.29,-0.207)","0.00001","-0.114090498016839","-0.114343019130876","-0.062914864290861","-0.162802375182788","(-0.163,-0.063)","0.00012","-0.0947206703681222","-0.0952040566313317","-0.0424399734842837","-0.144537963590649","(-0.145,-0.042)","0.00081","-0.160878467817134","-0.160942537900559","-0.143358963212616","-0.178049163496848","(-0.178,-0.143)","0.00001"
"169","central serous chorioretinopathy","-0.12384876657607","-0.124136679387882","-0.0838135498237082","-0.162176505825079","(-0.162,-0.084)","0.00001","-0.158140437517463","-0.158394212407653","-0.120564676255271","-0.194626514719511","(-0.195,-0.121)","0.00001","-0.120506308724215","-0.120792102654587","-0.0773416759419999","-0.162055668955884","(-0.162,-0.077)","0.00001","-0.0900173408926738","-0.090288278366506","-0.0453399378745779","-0.13311386107472","(-0.133,-0.045)","0.0002","-0.0623345619219845","-0.0626301357436033","-0.0158734027041556","-0.106668981875437","(-0.107,-0.016)","0.01121","-0.144918393046125","-0.145203711096943","-0.103319745553924","-0.184991265559406","(-0.185,-0.103)","0.00001","-0.1149264976503","-0.114981267494092","-0.0983270784560445","-0.131130610430806","(-0.131,-0.098)","0.00001"
"170","RPE detachment, serous","-0.157456518976484","-0.157636935011417","-0.12242230987609","-0.191484620825473","(-0.191,-0.122)","0.00001","-0.191051359335921","-0.191272629074274","-0.157800812947187","-0.22331290275116","(-0.223,-0.158)","0.00001","-0.186902582239312","-0.187064662219975","-0.150389824047891","-0.222425028462842","(-0.222,-0.15)","0.00001","-0.183668896476556","-0.183957934386315","-0.146840351402328","-0.218835838346332","(-0.219,-0.147)","0.00001","-0.168976231421004","-0.169232932928626","-0.131473043729778","-0.205071131541206","(-0.205,-0.131)","0.00001","-0.230782128483812","-0.230995220649431","-0.196298869048349","-0.264037349071718","(-0.264,-0.196)","0.00001","-0.182268731424238","-0.182310262500875","-0.168228270864157","-0.196071428528364","(-0.196,-0.168)","0.00001"
"171","RPE detachment, hemorrhagic","-0.0423129579633889","-0.0430097415263585","0.0304495553948449","-0.110325809820778","(-0.11,0.03)","0.25498","-0.0303940625114449","-0.0311964056889747","0.0427702679890587","-0.0987688693786817","(-0.099,0.043)","0.41171","-0.0987280642352353","-0.0995314575994486","-0.0258134216163551","-0.167083188085148","(-0.167,-0.026)","0.0134","-0.0641065250535817","-0.0649274632804816","0.0118938427907168","-0.135335978143906","(-0.135,0.012)","0.10873","-0.0974447304457963","-0.0983403804248525","-0.0229383041512785","-0.166547047100542","(-0.167,-0.023)","0.01622","-0.12464409077117","-0.125602255830569","-0.0527463492890536","-0.191469409644839","(-0.191,-0.053)","0.00197","-0.0703247381862451","-0.070406932381957","-0.0416120457798197","-0.0983214859074657","(-0.098,-0.042)","0.00003"
"172","retinal edema","-0.141940189377597","-0.142394885279618","-0.0848562569986342","-0.196137914556545","(-0.196,-0.085)","0.00004","-0.145379856398778","-0.145776360522459","-0.0881026437893282","-0.199902329746068","(-0.2,-0.088)","0.00001","-0.143175553833387","-0.143997700298916","-0.0686721331764337","-0.212829948035106","(-0.213,-0.069)","0.00123","-0.145615689441996","-0.146578872721101","-0.0717689730062744","-0.214679323765027","(-0.215,-0.072)","0.00074","-0.107973854376872","-0.108662370340008","-0.0303142781876998","-0.1808101270559","(-0.181,-0.03)","0.01249","-0.118751987690468","-0.119589088187965","-0.0418914150620751","-0.190810095161117","(-0.191,-0.042)","0.00615","-0.130084314114904","-0.130191889524199","-0.102801202084762","-0.156550664918789","(-0.157,-0.103)","0.00001"
"173","retinal ischemia","-0.179510618312453","-0.179758759183685","-0.143047262552939","-0.214720004708823","(-0.215,-0.143)","0.00001","-0.215413197682625","-0.21554728404087","-0.180783594860207","-0.248882150730331","(-0.249,-0.181)","0.00001","-0.232480295537766","-0.232711180367663","-0.195492672638673","-0.268188356384309","(-0.268,-0.195)","0.00001","-0.213209324587889","-0.213465599006941","-0.175433062288928","-0.249461701514918","(-0.249,-0.175)","0.00001","-0.203628847861226","-0.203940552778228","-0.165480236593658","-0.240424356147265","(-0.24,-0.165)","0.00001","-0.26100023791969","-0.261224353081791","-0.225539090923031","-0.295155673569195","(-0.295,-0.226)","0.00001","-0.214944301454821","-0.214946963636204","-0.200505043201957","-0.229133973329693","(-0.229,-0.201)","0.00001"
"174","RD, serous","-0.0868002636199412","-0.0868960298824972","-0.0634629467053805","-0.109579398381459","(-0.11,-0.063)","0.00001","-0.107888553069482","-0.107951782997163","-0.0853644481308715","-0.129997019202967","(-0.13,-0.085)","0.00001","-0.108064058316085","-0.108205946632679","-0.0816512693839614","-0.133670109204492","(-0.134,-0.082)","0.00001","-0.0989822236777437","-0.0991670199860868","-0.0727291106090661","-0.124517705177743","(-0.125,-0.073)","0.00001","-0.0546671074787924","-0.0547862588619749","-0.0266399226798663","-0.081848859700556","(-0.082,-0.027)","0.00024","-0.116374888296073","-0.116462336807463","-0.0904251397976037","-0.141787685390759","(-0.142,-0.09)","0.00001","-0.0903272033241876","-0.0903418461229889","-0.0802456356636016","-0.100264932461377","(-0.1,-0.08)","0.00001"
"175","other vitreous opacities","-0.180870920018978","-0.181552325463541","-0.118141293655479","-0.239693543476689","(-0.24,-0.118)","0.00002","-0.194952491920062","-0.195618253884339","-0.134462979412159","-0.251976863917051","(-0.252,-0.134)","0.00001","-0.196074387065757","-0.196877444864419","-0.121895597149368","-0.26534811006279","(-0.265,-0.122)","0.0001","-0.16038042796901","-0.161428556214428","-0.0837804661346703","-0.23143620462993","(-0.231,-0.084)","0.00053","-0.19534863348879","-0.196147221321813","-0.121113377025595","-0.264352197420627","(-0.264,-0.121)","0.00006","-0.224052185525545","-0.2248493206462","-0.153826932876508","-0.290013883387445","(-0.29,-0.154)","0.00001","-0.188672687336566","-0.188788273752775","-0.161455799213169","-0.215273708132245","(-0.215,-0.161)","0.00001"
"176","vitreous degeneration","-0.114581902236389","-0.114794228617478","-0.0786276345318163","-0.149391423527356","(-0.149,-0.079)","0.00001","-0.15973061107054","-0.159917584620566","-0.126030442627511","-0.192680039110153","(-0.193,-0.126)","0.00001","-0.134556007364444","-0.134768339081834","-0.0961377421055943","-0.171767717531994","(-0.172,-0.096)","0.00001","-0.135629127234294","-0.135863720016944","-0.0975225098565109","-0.172222819768333","(-0.172,-0.098)","0.00001","-0.103601112546202","-0.103880068504064","-0.0643061850215896","-0.141577293652695","(-0.142,-0.064)","0.00001","-0.173755880173134","-0.173907238159347","-0.13761826027247","-0.208564805284114","(-0.209,-0.138)","0.00001","-0.133684501342244","-0.133767874531299","-0.119048263058362","-0.14801174113029","(-0.148,-0.119)","0.00001"
"178","choroidal degenerations","-0.136604644876025","-0.137021682316392","-0.0811334534210686","-0.188835777040069","(-0.189,-0.081)","0.00005","-0.181339506664429","-0.18176338864382","-0.129573897500006","-0.230830569857619","(-0.231,-0.13)","0.00001","-0.171507246439673","-0.172131853528122","-0.113472233454495","-0.226587426382998","(-0.227,-0.113)","0.00001","-0.101409344259137","-0.102069213657628","-0.0388450347962963","-0.160561812726128","(-0.161,-0.039)","0.00333","-0.0918228154788529","-0.0924736674319083","-0.0289536001283274","-0.151169734445057","(-0.151,-0.029)","0.00778","-0.127650266813861","-0.128203721383115","-0.0679546970226501","-0.183958436541698","(-0.184,-0.068)","0.00024","-0.138275511394763","-0.138366064093258","-0.115508535660533","-0.160614201530204","(-0.161,-0.116)","0.00001"
"179","hereditary choroidal dystrophies","0.0228422973424203","0.0207807108139459","0.138041231424494","-0.0814332598967471","(-0.081,0.138)","0.67448","-0.116082385683762","-0.118008476255554","-0.0160249051159689","-0.205979924091578","(-0.206,-0.016)","0.03124","-0.0907859438507096","-0.0932445006344169","0.0274838687411408","-0.19516694179","(-0.195,0.027)","0.13204","0.0570367745347099","0.0541806961886707","0.192885813193931","-0.0631042622261501","(-0.063,0.193)","0.34285","-0.0279882071655725","-0.0305500515809909","0.0956849185262325","-0.136999061002934","(-0.137,0.096)","0.6392","-0.104975458068454","-0.107155313370061","0.00717756607187383","-0.205955865872588","(-0.206,0.007)","0.07785","-0.0254743055363565","-0.0258172141726478","0.0206758432426645","-0.069692108020983","(-0.07,0.021)","0.2733"
"180","choroidal hemorrhage","-0.128020704452827","-0.128761071172001","-0.0720695581064323","-0.180354418030124","(-0.18,-0.072)","0.00008","-0.0873392340727661","-0.0879957371485081","-0.0280593903526268","-0.141896180620713","(-0.142,-0.028)","0.00597","0.0428081389912794","0.0418926558550622","0.116493345085129","-0.0254126637851408","(-0.025,0.116)","0.21282","-0.00937283705656182","-0.0103117453449842","0.0581379062073028","-0.0715424939727834","(-0.072,0.058)","0.77974","-0.0177416688713973","-0.018556187583825","0.0503814677353952","-0.08150127513068","(-0.082,0.05)","0.60188","-0.046394526164924","-0.047207825744595","0.0197093440053218","-0.107948673363591","(-0.108,0.02)","0.17254","-0.0436757886392155","-0.0438014211123322","-0.0185062105308544","-0.0681031859174227","(-0.068,-0.019)","0.00092"
"181","choroidal rupture","-0.127170527244986","-0.12839400377593","-0.0510468373424088","-0.197201553192947","(-0.197,-0.051)","0.00264","-0.164484285034629","-0.16556467534824","-0.091304773036607","-0.231873554651733","(-0.232,-0.091)","0.00014","-0.13915410524162","-0.140683475143293","-0.0504107253801121","-0.218742967038992","(-0.219,-0.05)","0.00496","-0.142181090788038","-0.14362047879269","-0.0552564644576874","-0.220739373531039","(-0.221,-0.055)","0.00357","-0.13561416322846","-0.137013178392489","-0.0484073504645931","-0.21493788176144","(-0.215,-0.048)","0.00573","-0.183141122461019","-0.18459044788014","-0.100456967342958","-0.258389466341236","(-0.258,-0.1)","0.00034","-0.148572752897373","-0.148844305497601","-0.116822818690806","-0.179222041762416","(-0.179,-0.117)","0.00001"
"182","choroidal detachment","-0.154072640910469","-0.154593020924585","-0.0970032492648978","-0.208423370935955","(-0.208,-0.097)","0.00001","-0.143784086186682","-0.144310975190059","-0.0856151948615265","-0.198758362467865","(-0.199,-0.086)","0.00002","-0.13688529640881","-0.137820472946507","-0.0659922363773639","-0.203186320601793","(-0.203,-0.066)","0.00089","-0.13814779642622","-0.13891103733815","-0.067447448578541","-0.20420997420233","(-0.204,-0.067)","0.00069","-0.119617250531098","-0.120536132353036","-0.0477513742858752","-0.186982912539455","(-0.187,-0.048)","0.00347","-0.141849839716556","-0.142584975228921","-0.0714599890033815","-0.207851846130711","(-0.208,-0.071)","0.00047","-0.137153518751871","-0.137336166451477","-0.111176330476463","-0.162447537704592","(-0.162,-0.111)","0.00001"
"183","other choroid disorders","-0.168224477481634","-0.168868729944054","-0.107147949539185","-0.225894950006221","(-0.226,-0.107)","0.00001","-0.208104151891995","-0.208722428554064","-0.150653325775785","-0.26245218595344","(-0.262,-0.151)","0.00001","-0.170318531264512","-0.171243387615397","-0.0956398549289913","-0.240342775758396","(-0.24,-0.096)","0.00022","-0.179318819887274","-0.180197250625413","-0.106228345495735","-0.24719771386438","(-0.247,-0.106)","0.00006","-0.152491332675023","-0.153458210646422","-0.0763931629974645","-0.223178824326001","(-0.223,-0.076)","0.00076","-0.215300656919398","-0.216097642100004","-0.146603777418096","-0.27899203085611","(-0.279,-0.147)","0.00001","-0.174424477751077","-0.174571393839284","-0.147539642304321","-0.200550481888596","(-0.201,-0.148)","0.00001"
"184","retinoschisis / retinal cysts","-0.124955516663817","-0.125873898493313","-0.0553671998118396","-0.189726427367147","(-0.19,-0.055)","0.00156","-0.19190694286378","-0.192614512237131","-0.129371539874529","-0.251261235759727","(-0.251,-0.129)","0.00001","-0.203234035544583","-0.204120976461696","-0.126861657497064","-0.274623918521179","(-0.275,-0.127)","0.00002","-0.153217131884435","-0.154316222428883","-0.073677634869128","-0.227571556011613","(-0.228,-0.074)","0.00141","-0.159017485214581","-0.159936176087108","-0.0785052135278483","-0.233416993469808","(-0.233,-0.079)","0.00098","-0.203809772971574","-0.204887911995445","-0.129114203147223","-0.27330907848242","(-0.273,-0.129)","0.00004","-0.1676566926285","-0.167847169069191","-0.138711867850446","-0.195791538893781","(-0.196,-0.139)","0.00001"
"185","venous engorgement","-0.225959084686266","-0.226307329696105","-0.186516396354833","-0.263485131266421","(-0.263,-0.187)","0.00001","-0.30937280380271","-0.30967114670412","-0.274431664452789","-0.342788043975762","(-0.343,-0.274)","0.00001","-0.177534371836525","-0.177999910941001","-0.128444995952874","-0.223519547537407","(-0.224,-0.128)","0.00001","-0.259904806274022","-0.260293538576779","-0.217760032403977","-0.299908819335879","(-0.3,-0.218)","0.00001","-0.234023749995029","-0.234483821686853","-0.188597267016212","-0.277063166397974","(-0.277,-0.189)","0.00001","-0.329270260567176","-0.329694386855897","-0.29036319435189","-0.365920659166257","(-0.366,-0.29)","0.00001","-0.251144627953645","-0.251195282105764","-0.234721693171771","-0.267120556469896","(-0.267,-0.235)","0.00001"
"186","RD, traction","-0.0444208114944106","-0.0445598988493143","-0.0129881401972521","-0.0749861388822599","(-0.075,-0.013)","0.00753","-0.0557950400980894","-0.0559051299182782","-0.0247179166369329","-0.0859958144035757","(-0.086,-0.025)","0.00081","-0.0501432361525871","-0.0503715371660562","-0.0121983847068355","-0.0867183011720323","(-0.087,-0.012)","0.01147","-0.0401218611385919","-0.0403579796183612","-0.0018805061476235","-0.0769964483248667","(-0.077,-0.002)","0.04309","-0.00518859504285819","-0.00535387094678085","0.0341231153154749","-0.0435813636226085","(-0.044,0.034)","0.79504","-0.0490536889837184","-0.0492691380501229","-0.0115111327686162","-0.0855628125874057","(-0.086,-0.012)","0.01285","-0.037377954018157","-0.0374454867374691","-0.0232141368561369","-0.0513492297041958","(-0.051,-0.023)","0.00001"
"187","PRAO","-0.18101906042062","-0.181297054908265","-0.142568060104587","-0.218053734367882","(-0.218,-0.143)","0.00001","-0.235176722170602","-0.235371624735804","-0.199540059704399","-0.269514007096853","(-0.27,-0.2)","0.00001","-0.198259144587756","-0.198595973989217","-0.157446157918137","-0.23742856618986","(-0.237,-0.157)","0.00001","-0.221517294326669","-0.221778746401072","-0.182268640134379","-0.259192812544263","(-0.259,-0.182)","0.00001","-0.203664842143223","-0.203881183509327","-0.163354049213406","-0.242372571020058","(-0.242,-0.163)","0.00001","-0.252184890659758","-0.252509888792795","-0.214165316439546","-0.288688433529599","(-0.289,-0.214)","0.00001","-0.211334059478129","-0.211363097144518","-0.196095350416962","-0.226340048104401","(-0.226,-0.196)","0.00001"
"188","retinal microaneurysms","-0.295906457306229","-0.296254350520584","-0.247595833522313","-0.341646153382739","(-0.342,-0.248)","0.00001","-0.337883533329488","-0.33824883807703","-0.292707284014965","-0.381021704259535","(-0.381,-0.293)","0.00001","-0.342995436555003","-0.343598919687935","-0.288406260630555","-0.39408611928951","(-0.394,-0.288)","0.00001","-0.338463188058318","-0.339054443590699","-0.284138490432229","-0.389666509087284","(-0.39,-0.284)","0.00001","-0.3311238224369","-0.331648211271623","-0.275883974441983","-0.382896096416425","(-0.383,-0.276)","0.00001","-0.385530493613853","-0.386153159203776","-0.334930416822108","-0.432972173787624","(-0.433,-0.335)","0.00001","-0.333218801733337","-0.333291823813864","-0.313143330882539","-0.352864169142785","(-0.353,-0.313)","0.00001"
"189","malignant neoplasm - retina","-0.0821916222778078","-0.0844096571714192","0.0277024941600238","-0.178934117180891","(-0.179,0.028)","0.13561","-0.118146312635852","-0.120098995043134","-0.0131275652507816","-0.211438316185775","(-0.211,-0.013)","0.03583","-0.0139138503022731","-0.0178821446846602","0.138239362254612","-0.144382579085633","(-0.144,0.138)","0.8366","-0.0603102501033251","-0.0635776342201662","0.0753612534589129","-0.179056515332665","(-0.179,0.075)","0.37374","-0.0674936866779323","-0.0705462283539535","0.0696796023769735","-0.18760820817441","(-0.188,0.07)","0.31467","-0.0277279267845388","-0.0314847428808804","0.118767493165571","-0.152926158655647","(-0.153,0.119)","0.6868","-0.0624089652815765","-0.0628619661418826","-0.0126616039224335","-0.109238370446846","(-0.109,-0.013)","0.01493"
"190","CRVO","-0.116563836405217","-0.116976341585292","-0.0680801049326158","-0.162904436431718","(-0.163,-0.068)","0.00006","-0.126489495974621","-0.126944015962286","-0.0789244369645214","-0.171831704073408","(-0.172,-0.079)","0.00001","-0.139998941527599","-0.140379344225128","-0.0834845370493396","-0.193897921859691","(-0.194,-0.083)","0.00005","-0.0947221182320611","-0.0950684019478909","-0.0354480474159589","-0.1511347146425","(-0.151,-0.035)","0.00378","-0.117530327501137","-0.118102788778277","-0.059795791121771","-0.172538350429064","(-0.173,-0.06)","0.00032","-0.146988881587007","-0.147535687160416","-0.0912586813784447","-0.200147286756846","(-0.2,-0.091)","0.00003","-0.120011133622251","-0.120075659091916","-0.0988075055123114","-0.140899813417438","(-0.141,-0.099)","0.00001"
"191","drusen of macula","-0.135328818647441","-0.135600282398195","-0.0952394081167489","-0.173896275137018","(-0.174,-0.095)","0.00001","-0.1985006644033","-0.198753633106655","-0.161530783362557","-0.23371133461168","(-0.234,-0.162)","0.00001","-0.169967539161608","-0.170258387942253","-0.12814262453431","-0.210188709121866","(-0.21,-0.128)","0.00001","-0.176545655801601","-0.176867908111258","-0.135814347424755","-0.215805647573925","(-0.216,-0.136)","0.00001","-0.147423346325687","-0.147722184281619","-0.104992632252095","-0.188283426869002","(-0.188,-0.105)","0.00001","-0.220064995417141","-0.220329903691124","-0.181006299991186","-0.257312453242557","(-0.257,-0.181)","0.00001","-0.172469161542506","-0.172502036412282","-0.156677662691248","-0.187939986451687","(-0.188,-0.157)","0.00001"
"192","puckering of macula","-0.11900552882454","-0.119239562704685","-0.0851236204608705","-0.151591140732525","(-0.152,-0.085)","0.00001","-0.184488335896301","-0.184636657333276","-0.15329409788974","-0.214619719723045","(-0.215,-0.153)","0.00001","-0.15842138380051","-0.158653762377614","-0.123220291614599","-0.192482078154976","(-0.192,-0.123)","0.00001","-0.161715446209822","-0.161852648433491","-0.127112212749654","-0.195364666462286","(-0.195,-0.127)","0.00001","-0.119226941352849","-0.119473396555472","-0.0825923322589513","-0.15454991799642","(-0.155,-0.083)","0.00001","-0.195386800970831","-0.1955707830231","-0.162318007927863","-0.227284193992027","(-0.227,-0.162)","0.00001","-0.152011634548036","-0.152019524898011","-0.138589155851952","-0.165270328916088","(-0.165,-0.139)","0.00001"
"194","BRAO","-0.0954606943718553","-0.096022509852161","-0.0321358754501887","-0.154843020854493","(-0.155,-0.032)","0.00612","-0.141685856328668","-0.142226262448739","-0.0819924229356914","-0.198161748089119","(-0.198,-0.082)","0.00006","-0.126813049851926","-0.127666872472675","-0.0533549149624578","-0.1952477600961","(-0.195,-0.053)","0.00247","-0.0827336528841315","-0.0834815246424497","-0.00647340967326668","-0.154618275207259","(-0.155,-0.006)","0.04432","-0.0870374512314683","-0.0879639815592071","-0.0105517147580603","-0.158694165764928","(-0.159,-0.011)","0.03532","-0.132836763409248","-0.133578096772063","-0.0609683133325865","-0.200041237437858","(-0.2,-0.061)","0.00137","-0.104374262235493","-0.10448244754203","-0.0770882443903236","-0.131321870575349","(-0.131,-0.077)","0.00001"
"195","TRAO","-0.0610971210248764","-0.0621063269354242","0.00801998534196484","-0.12468925266166","(-0.125,0.008)","0.08854","-0.0909297725102632","-0.0919823908080939","-0.0211748218598313","-0.154529110378237","(-0.155,-0.021)","0.01336","0.0569979435272387","0.055725852367998","0.139987587898927","-0.0196101199737757","(-0.02,0.14)","0.13767","0.0349352339154557","0.0338374204963441","0.11644427040331","-0.04051351459971","(-0.041,0.116)","0.36269","0.105012133753899","0.103807099648923","0.193399952020457","0.0237536211791964","(0.024,0.193)","0.00743","0.0648740997701707","0.0634792242320568","0.151757207648797","-0.0147197492017086","(-0.015,0.152)","0.10185","0.0145713929725754","0.0143962296267109","0.0453526500638325","-0.0152260599686455","(-0.015,0.045)","0.33068"
"196","cystoid macular degeneration","-0.120160336294005","-0.120428678999431","-0.080877831632322","-0.157987627400384","(-0.158,-0.081)","0.00001","-0.140371115378436","-0.140651653615941","-0.102393633113014","-0.177195245631081","(-0.177,-0.102)","0.00001","-0.103510200352293","-0.103777868034895","-0.0602498624258151","-0.14519675838028","(-0.145,-0.06)","0.00003","-0.0815299101911235","-0.0817414492891149","-0.0373576073261765","-0.123999764470015","(-0.124,-0.037)","0.0008","-0.0567582622143465","-0.057072525061794","-0.0110913273078357","-0.100491041954848","(-0.1,-0.011)","0.01857","-0.115640486510349","-0.115871943927752","-0.073103866492244","-0.156776521204271","(-0.157,-0.073)","0.00001","-0.101057364847039","-0.101081342914638","-0.0845363661973586","-0.117389142298646","(-0.117,-0.085)","0.00001"
"197","RD, other","-0.129927479541556","-0.13023686468889","-0.089814247545297","-0.168150921954732","(-0.168,-0.09)","0.00001","-0.163072667661621","-0.163357369534411","-0.124963840612906","-0.199703672803802","(-0.2,-0.125)","0.00001","-0.109504961132181","-0.109957436875223","-0.066077899894375","-0.150808758510025","(-0.151,-0.066)","0.00002","-0.122328519515271","-0.122576382736828","-0.0805840136133768","-0.162212494089145","(-0.162,-0.081)","0.00001","-0.0725599413186172","-0.0728561000207591","-0.0281537273647006","-0.115248073185387","(-0.115,-0.028)","0.00233","-0.163719354352491","-0.164026798385991","-0.123510736905251","-0.202192124784044","(-0.202,-0.124)","0.00001","-0.121525393805153","-0.121576240588976","-0.105289459103352","-0.137585127042317","(-0.138,-0.105)","0.00001"
"198","CRAO","-0.0503805006010842","-0.0509909423196985","0.013231140889691","-0.110469193885348","(-0.11,0.013)","0.12828","-0.103891267956089","-0.104378011176314","-0.0441466420888003","-0.160629609224834","(-0.161,-0.044)","0.00194","-0.0335336877860198","-0.0342991233188548","0.0373014390903163","-0.10043349883713","(-0.1,0.037)","0.35354","-0.029993859769144","-0.0307022078555603","0.0401875311173848","-0.0964530132742423","(-0.096,0.04)","0.40324","-0.0184420501286688","-0.0190838225252457","0.0527242635227481","-0.0858812932064802","(-0.086,0.053)","0.61028","-0.107571153362598","-0.108262605464132","-0.0431751453077288","-0.168454893986809","(-0.168,-0.043)","0.00277","-0.0543564141800681","-0.054457631332708","-0.0281734155276687","-0.0800248589193904","(-0.08,-0.028)","0.00014"
"199","other binocular eye mvmt dis","-0.200556149231997","-0.20158207344872","-0.122155746650243","-0.273348690682152","(-0.273,-0.122)","0.00007","-0.193780417364566","-0.194692154494186","-0.11559487889614","-0.266393289432169","(-0.266,-0.116)","0.00018","-0.204041042028613","-0.205396156613918","-0.109948526835455","-0.289929131463054","(-0.29,-0.11)","0.00063","-0.120863672579337","-0.122282063372367","-0.0172121472964797","-0.215756212028723","(-0.216,-0.017)","0.03608","-0.198121626018518","-0.199463630666157","-0.103362286647386","-0.284497976843865","(-0.284,-0.103)","0.00101","-0.186150295740473","-0.18742967257696","-0.0903406792929969","-0.273797008958318","(-0.274,-0.09)","0.00166","-0.182489694142424","-0.182744568727278","-0.147551838847086","-0.216448929596695","(-0.216,-0.148)","0.00001"
"200","optic nerve/pathway injury","-0.143249649339026","-0.145073846086198","-0.0463184839912554","-0.229444512940248","(-0.229,-0.046)","0.00767","-0.0894126724939086","-0.091458469810009","0.0134451095413555","-0.181206084036836","(-0.181,0.013)","0.09731","0.0404672801012067","0.0376324985711999","0.17057665336841","-0.0740098568753899","(-0.074,0.171)","0.49623","-0.0638976439604817","-0.0664379361644196","0.050966025496261","-0.165563779097649","(-0.166,0.051)","0.27102","-0.210560323683353","-0.212540666225946","-0.114646224831338","-0.29451078956982","(-0.295,-0.115)","0.00033","-0.297048235322122","-0.298997308534866","-0.210568884583016","-0.37284138241585","(-0.373,-0.211)","0.00001","-0.127662595390868","-0.127984336681601","-0.087343647092082","-0.166307804756961","(-0.166,-0.087)","0.00001"
"201","nystagmus / other irregular eye mvmts","-0.174409131474405","-0.174711612804374","-0.130847628475959","-0.215279454605527","(-0.215,-0.131)","0.00001","-0.175988253824795","-0.176421092196901","-0.131593561559801","-0.217766068063389","(-0.218,-0.132)","0.00001","-0.117695043778115","-0.118217702346673","-0.0646180477115437","-0.167610378099718","(-0.168,-0.065)","0.00009","-0.122424981535195","-0.122912456762045","-0.0703461094345927","-0.171625961906715","(-0.172,-0.07)","0.00003","-0.173294398215871","-0.1735867603712","-0.125286877373418","-0.219116813767695","(-0.219,-0.125)","0.00001","-0.195423890704007","-0.195926526506615","-0.14752127087526","-0.240775090847806","(-0.241,-0.148)","0.00001","-0.155197767720799","-0.155259924450383","-0.136242358926587","-0.173784369612441","(-0.174,-0.136)","0.00001"
