"","entity_name","catCode","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost","Category","rn","Q32020w","Q42020w","Q12021w","Q22021w","Q32021w","Q42021w","2020-04-01","Apr 2020","RMSPE","mean_monthly_pts","median_monthly_pts","short_name","recoveredMonth","fullRecovery","recoveredMonthNum","adj.pval_Q32020","adj.pval_Q42020","adj.pval_Q12021","adj.pval_Q22021","adj.pval_Q32021","adj.pval_Q42021","Q32020w_adj","Q42020w_adj","Q12021w_adj","Q22021w_adj","Q32021w_adj","Q42021w_adj"
"133","keratoconjunctivitis - dry eye syndrome","C",-0.103014831741256,-0.10363541997426,-0.0404964357923326,-0.16158036676645,"(-0.162,-0.04)",0.00257,-0.111497118359813,-0.112219423954567,-0.0506216218590107,-0.168652414049503,"(-0.169,-0.051)",0.00106,-0.0403563831134931,-0.0412678664520044,0.0293384460471959,-0.105241081192945,"(-0.105,0.029)",0.25692,-0.0279470555949939,-0.0286308151697558,0.0421106827340649,-0.0927167508633742,"(-0.093,0.042)",0.42449,-0.0100355885192057,-0.0108651522230944,0.0614210857751491,-0.0764529633848463,"(-0.076,0.061)",0.77585,-0.0830549551776306,-0.0837206819053445,-0.017505943379266,-0.144063563577218,"(-0.144,-0.018)",0.01792,-0.0617090977744913,-0.0618897755117641,-0.0355990550330656,-0.0870975807243826,"(-0.087,-0.036)",0.00003,"Cornea and external disease",133,-0.614364940418621,-0.763697992595499,-0.0548439423387765,-0.0239469049532413,-0.00254699299106761,-0.33403356414376,-0.788443194927243,-7.43776620377386,0.0936877025384693,97915.73,99851.5,"Cornea/External","9",TRUE,9,0.00771,0.00636,0.38538,0.509388,0.77585,0.03584,-0.501191580352599,-0.563921974982662,-0.0384808370968095,-0.0188515542693548,-0.00254699299106761,-0.276464256130853
"134","keratoconjunctivitis - infectious","C",-0.367000790040382,-0.368171622533077,-0.292792786584963,-0.434480047096561,"(-0.434,-0.293)",0.00001,-0.346564946830549,-0.348027867213958,-0.270021550642465,-0.415523677818238,"(-0.416,-0.27)",0.00001,-0.394460301064503,-0.39580440448292,-0.315355757046651,-0.465726181671171,"(-0.466,-0.315)",0.00001,-0.373496267125113,-0.374951194650419,-0.292180122665692,-0.446867098268262,"(-0.447,-0.292)",0.00001,-0.353274232152873,-0.354673288406092,-0.270123629119153,-0.427654383342828,"(-0.428,-0.27)",0.00001,-0.440714668044627,-0.442017877233813,-0.369452417888484,-0.505188017847605,"(-0.505,-0.369)",0.00001,-0.376145141453969,-0.376384385135266,-0.346146876601714,-0.40498707721132,"(-0.405,-0.346)",0.00001,"Cornea and external disease",134,-4.22525274132011,-3.98997640163148,-4.54139204504534,-4.30003468485604,-4.06721990347062,-5.07391512451689,-0.630749183365912,-5.25721347699771,0.11996886778412,859.05,903.5,"Cornea/External","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-4.22525274132011,-3.98997640163148,-4.54139204504534,-4.30003468485604,-4.06721990347062,-5.07391512451689
"135","keratoconjunctivitis - noninfectious","C",-0.101547168058796,-0.101704902120562,-0.0683854038919703,-0.13350375820364,"(-0.134,-0.068)",0.00001,-0.100892159796967,-0.101059800360716,-0.0676212195901907,-0.133245565927526,"(-0.133,-0.068)",0.00001,-0.0550935830907104,-0.0553696911233792,-0.0129004256261689,-0.0957555454897503,"(-0.096,-0.013)",0.01335,-0.0419939631357705,-0.0422542939023272,0.000119801438605075,-0.082574963578594,"(-0.083,0)",0.05501,-0.0545401543172019,-0.0546645862914518,-0.0128321709852173,-0.0949363335488598,"(-0.095,-0.013)",0.0132,-0.108585942423537,-0.108813246232471,-0.0686886865469695,-0.146910659092569,"(-0.147,-0.069)",0.00001,-0.0736874187604096,-0.0737280379639184,-0.0583923280392561,-0.0887702877389319,"(-0.089,-0.058)",0.00001,"Cornea and external disease",135,-1.16910497703972,-1.16156391574235,-0.237797066153431,-0.121792583911104,-0.236024614843345,-1.25014186166573,-0.673379300021116,-6.69629220199012,0.0401194371001716,6344.55,6444.5,"Cornea/External","No recovery",FALSE,0,0.00002,0.00002,0.01602,0.05501,0.01602,0.00002,-1.09871784380592,-1.09163079963848,-0.227752318314976,-0.121792583911104,-0.225464489513185,-1.17487582182641
"136","keratoconjunctivitis - other/unspec","C",-0.0863627242751251,-0.0865541961286985,-0.0580475561968613,-0.113770291597919,"(-0.114,-0.058)",0.00001,-0.0764415292822328,-0.0766029205954946,-0.0473392615304092,-0.10479764307478,"(-0.105,-0.047)",0.00001,-0.0371362344117944,-0.0373153701590967,-0.00430994734852262,-0.0686975844455142,"(-0.069,-0.004)",0.02791,0.0940459215422949,0.093846603762806,0.131197907921946,0.0582559060665555,"(0.058,0.131)",0.00001,0.137128347772416,0.136934908580195,0.175600909095939,0.100115483416144,"(0.1,0.176)",0.00001,0.0581780275354408,0.0578811524631432,0.0946639600097072,0.0231873699998518,"(0.023,0.095)",0.00073,0.0122759336280653,0.0122224676032666,0.0255934830050982,-0.000773297076938844,"(-0.001,0.026)",0.0619,"Cornea and external disease",136,-0.99428760753129,-0.880065629054685,-0.132902050220481,1.08274368500088,1.57874844703834,0.420188827207693,-0.61933795764113,-6.15888836502509,0.107712673434567,1881.38,1916.5,"Cornea/External","15",TRUE,15,0.000015,0.000015,0.02791,0.000015,0.000015,0.000876,-0.959270536196561,-0.849071256120311,-0.132902050220481,1.0446113452556,1.5231476866841,0.409581718656229
"137","keratoconus","C",-0.125934646634812,-0.126336685160425,-0.0820257534333597,-0.168032799925328,"(-0.168,-0.082)",0.00001,-0.145195729492912,-0.145554775759798,-0.102533079937799,-0.185943210699128,"(-0.186,-0.103)",0.00001,-0.120704775088508,-0.121099662394056,-0.0730005382924781,-0.166280769125274,"(-0.166,-0.073)",0.00003,-0.102442958086,-0.1028373206827,-0.05403390367769,-0.148804009528069,"(-0.149,-0.054)",0.00016,-0.115635926824755,-0.115950313548262,-0.0680549554143107,-0.161476642682858,"(-0.161,-0.068)",0.00005,-0.175985853415202,-0.176279424736545,-0.131755691416251,-0.218763369705103,"(-0.219,-0.132)",0.00001,-0.130236562239695,-0.130271188953177,-0.112320475138058,-0.147867662874184,"(-0.148,-0.112)",0.00001,"Cornea and external disease",137,-1.44987620016395,-1.67162761148388,-1.25705732964683,-0.895385950593061,-1.14519896193494,-2.0261120132584,-0.825521340310116,-8.0250299821822,0.0472448933641574,14049.62,14322,"Cornea/External","No recovery",FALSE,0,0.00002,0.00002,0.000045,0.00016,0.00006,0.00002,-1.36258495491422,-1.57098560095652,-1.2081157549664,-0.895385950593061,-1.12411603973494,-1.90412791514521
"138","lacrimal passage infl - chronic","F",-0.124082466339702,-0.124586934557138,-0.07654698148677,-0.169156002902141,"(-0.169,-0.077)",0.00001,-0.192137225145348,-0.192640999653262,-0.147243342185571,-0.23426093164685,"(-0.234,-0.147)",0.00001,-0.145516765541583,-0.146117958012936,-0.0951007083714456,-0.192589135202599,"(-0.193,-0.095)",0.00001,-0.133956452660144,-0.134445184443337,-0.0843337992232539,-0.180779447192786,"(-0.181,-0.084)",0.00002,-0.123200346029088,-0.12369319608311,-0.0724503637494004,-0.170869302483377,"(-0.171,-0.072)",0.00002,-0.15409784026227,-0.154606043687248,-0.104583347099266,-0.200348579034177,"(-0.2,-0.105)",0.00001,-0.143864362426948,-0.143931207190171,-0.124840252588189,-0.162561110336793,"(-0.163,-0.125)",0.00001,"Oculofacial plastics and orbital conditions",138,-1.42855218647867,-2.2120615521446,-1.67532367558379,-1.44937911754886,-1.33300042859736,-1.7741169492524,-0.699188669495482,-7.08042572797268,0.0826332562060061,628.53,641,"Oculoplastics","No recovery",FALSE,0,0.000015,0.000015,0.000015,0.00002,0.00002,0.000015,-1.37824107584991,-2.13415661137943,-1.61632170451192,-1.44937911754886,-1.33300042859736,-1.71163565179123
"139","lacrimal passage stenosis/insufficiency","F",-0.250758294918107,-0.251274884093156,-0.195509804039238,-0.302553385867609,"(-0.303,-0.196)",0.00001,-0.266815551479845,-0.267306888566681,-0.213049018827387,-0.317381088535363,"(-0.317,-0.213)",0.00001,-0.243760897262092,-0.244422321071461,-0.183825444190945,-0.300195932078111,"(-0.3,-0.184)",0.00001,-0.206584645212358,-0.207412529100528,-0.143331682875424,-0.265747000465639,"(-0.266,-0.143)",0.00001,-0.2009316133496,-0.201632454454263,-0.13662586074641,-0.260953131176134,"(-0.261,-0.137)",0.00001,-0.271684248250484,-0.272193418936981,-0.213745824419622,-0.326307437960843,"(-0.326,-0.214)",0.00001,-0.23837759705963,-0.238464736074783,-0.215408044911683,-0.260775362084942,"(-0.261,-0.215)",0.00001,"Oculofacial plastics and orbital conditions",139,-2.88696155911519,-3.07182755708238,-2.80640104145273,-2.3783936225372,-2.31331068805016,-3.12788050011429,-0.825602995947066,-8.02582377018348,0.0849556753659375,7918.68,8252,"Oculoplastics","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.88696155911519,-3.07182755708238,-2.80640104145273,-2.3783936225372,-2.31331068805016,-3.12788050011429
"140","lagophthalmos","C",-0.115881105765769,-0.116416359913828,-0.0612136304712274,-0.167446075712358,"(-0.167,-0.061)",0.0002,-0.137303591661448,-0.137910874264661,-0.0837728845931166,-0.187321272209973,"(-0.187,-0.084)",0.00001,-0.0704915272183617,-0.0711312369465867,-0.0100142863206942,-0.127719379230372,"(-0.128,-0.01)",0.02881,-0.0661458776168652,-0.0668370107547568,-0.00622656696440807,-0.122179935303654,"(-0.122,-0.006)",0.03575,-0.0717631609838778,-0.0723066878661528,-0.0115901102868399,-0.127921033830642,"(-0.128,-0.012)",0.02421,-0.150843289643846,-0.151458926257782,-0.0963973456563525,-0.201998872091919,"(-0.202,-0.096)",0.00001,-0.101795601858479,-0.101884546320337,-0.0794965810833506,-0.123477138114437,"(-0.123,-0.079)",0.00001,"Cornea and external disease",140,-0.986981765041993,-1.58076601687096,-0.250035754223158,-0.220345478897705,-0.267029969084233,-1.73664755056051,-0.756329831537685,-7.13482530651569,0.0718116576317747,3134.82,3192.5,"Cornea/External","12",FALSE,12,0.0004,0.00003,0.034572,0.03575,0.034572,0.00003,-0.906659103300281,-1.42992260379342,-0.237183629239922,-0.220345478897705,-0.241462309578835,-1.57092925889466
"141","lattice degeneration of retina","K",-0.0859015542978288,-0.0860763273929788,-0.0457937940728363,-0.124523248951474,"(-0.125,-0.046)",0.0001,-0.149590935861078,-0.1497255347805,-0.112788028961429,-0.185063455660103,"(-0.185,-0.113)",0.00001,-0.124028526185364,-0.124235497239338,-0.0824494698340089,-0.164134774290585,"(-0.164,-0.082)",0.00001,-0.129181664538754,-0.129512809172546,-0.087848661029882,-0.168936262128373,"(-0.169,-0.088)",0.00001,-0.0853815319130569,-0.0856257251248704,-0.0423949796440227,-0.127315775089806,"(-0.127,-0.042)",0.00028,-0.160977099666389,-0.161239879480736,-0.121726555748446,-0.198728063435927,"(-0.199,-0.122)",0.00001,-0.120792370270368,-0.120823721093386,-0.104812768428731,-0.136502933849854,"(-0.137,-0.105)",0.00001,"Retinal and vitreous conditions",141,-0.791182553564797,-1.72222929480373,-1.4279311775022,-1.48725887527546,-0.698482487273645,-1.85331735002622,-0.700242559561631,-6.96342877030393,0.0481342359546168,41667.3,42708.5,"Retina/Vitreous","No recovery",FALSE,0,0.00012,0.000015,0.000015,0.000015,0.00028,0.000015,-0.775520848454196,-1.66157538982282,-1.37764193772396,-1.43488021769766,-0.698482487273645,-1.78804675290705
"142","lens dislocation","B",-0.131397199196962,-0.13179401773585,-0.0808795730543524,-0.1796617203989,"(-0.18,-0.081)",0.00001,-0.161749721243105,-0.162122791699197,-0.11311614951767,-0.207822862443355,"(-0.208,-0.113)",0.00001,-0.131552982350427,-0.131935188431348,-0.0763413430751417,-0.184341261612348,"(-0.184,-0.076)",0.00008,-0.109119605727339,-0.109658958803215,-0.0523020863988665,-0.163072397135753,"(-0.163,-0.052)",0.0006,-0.101504093479033,-0.101881172723366,-0.0447109322201667,-0.155652181554858,"(-0.156,-0.045)",0.00132,-0.175607222362143,-0.175894913752053,-0.123616434550359,-0.225250855731605,"(-0.225,-0.124)",0.00001,-0.132844808006558,-0.132941748568961,-0.111858084077645,-0.153352113503568,"(-0.153,-0.112)",0.00001,"Cataract and other lens disorders",142,-1.51276616066047,-1.86221248465158,-1.24100294406366,-0.809512623164242,-0.672984679823668,-2.02175286216581,-0.619432113152412,-5.84340288099308,0.0561854952157183,4088.7,4117.5,"Cataract","18",FALSE,18,0.00002,0.00002,0.00012,0.00072,0.00132,0.00002,-1.42168856250362,-1.75009612141556,-1.18766279985299,-0.789617766771291,-0.672984679823668,-1.90003121109952
"143","lens fragments post-cataract surg","I",-0.212908719480409,-0.214502734905068,-0.127698979838234,-0.289846681277307,"(-0.29,-0.128)",0.00007,-0.190858616369723,-0.192296881205847,-0.10278254012677,-0.269918147138334,"(-0.27,-0.103)",0.00034,-0.23664178498344,-0.238600771426317,-0.137847885612406,-0.323999275047174,"(-0.324,-0.138)",0.00021,-0.104302998260364,-0.10649961986237,0.0108828797558302,-0.206880816585121,"(-0.207,0.011)",0.08883,-0.180648867767419,-0.18277230295386,-0.0762254301985485,-0.272993716343494,"(-0.273,-0.076)",0.00287,-0.150924151070944,-0.153130319699647,-0.0415601716416287,-0.247565816103195,"(-0.248,-0.042)",0.01376,-0.178763297763435,-0.179008068547247,-0.140307523433233,-0.215453524014091,"(-0.215,-0.14)",0.00001,"Postprocedural or postoperative eye complication",143,-2.0369009801609,-1.52430473406292,-2.00397800832685,-0.252520776348147,-1.05741789551074,-0.646859318708557,-0.62731495666732,-5.22858963830075,0.0908881045610269,3178.5,3283.5,"PO","15",FALSE,15,0.00042,0.00068,0.00063,0.08883,0.004305,0.016512,-1.65541976595066,-1.39201162224067,-1.74400043533169,-0.252520776348147,-0.984171082811804,-0.619342592527497
"144","macular cyst, hole, or pseudohole","K",-0.0687700906980541,-0.0689172745764332,-0.0343337523265602,-0.102165530469021,"(-0.102,-0.034)",0.00015,-0.127144270536856,-0.127270378699275,-0.0949622537715053,-0.158586837730289,"(-0.159,-0.095)",0.00001,-0.0879749838880389,-0.0881474476431545,-0.0472436945629269,-0.127702411258941,"(-0.128,-0.047)",0.00012,-0.0868250699805748,-0.087093697617898,-0.0461961448152095,-0.126068755413588,"(-0.126,-0.046)",0.00009,-0.0466948309450888,-0.0470148021722714,-0.00410798331650062,-0.0878691682812093,"(-0.088,-0.004)",0.03657,-0.118266167100338,-0.118553267141394,-0.0788038975640118,-0.155967056589498,"(-0.156,-0.079)",0.00001,-0.0841737720811304,-0.0842225772672153,-0.068995082361641,-0.0991993317814607,"(-0.099,-0.069)",0.00001,"Retinal and vitreous conditions",144,-0.605512070481257,-1.46380250998883,-0.794239809806569,-0.808836381486926,-0.154491111128553,-1.36158956685391,-0.709285633793011,-7.1826739606825,0.0453871333593174,33738.18,34428.5,"Retina/Vitreous","No recovery",FALSE,0,0.00018,0.00003,0.00018,0.00018,0.03657,0.00003,-0.592973800484326,-1.3241202519433,-0.758569023453591,-0.74865382902797,-0.154491111128553,-1.2316609023438
"145","malignant neoplasm - choroid","H",-0.111417195601522,-0.111869207946223,-0.0560557178842254,-0.16402888690003,"(-0.164,-0.056)",0.00038,-0.138894757584612,-0.139377206544878,-0.0859889761137976,-0.18918756694422,"(-0.189,-0.086)",0.00001,-0.142899452247018,-0.143710162057298,-0.0783960068023466,-0.203059849126571,"(-0.203,-0.078)",0.00022,-0.124686841893455,-0.125442706644321,-0.0590647499908827,-0.186282595096496,"(-0.186,-0.059)",0.00077,-0.151177120534056,-0.151868341536806,-0.0875745567333381,-0.211134670784944,"(-0.211,-0.088)",0.00011,-0.158132659135665,-0.158617874153022,-0.0961832332964317,-0.2170070173901,"(-0.217,-0.096)",0.00001,-0.129448757826584,-0.129563740620753,-0.105656918123916,-0.152765917947635,"(-0.153,-0.106)",0.00001,"Other specified eye disorders",145,-0.877448219800708,-1.59908499154675,-1.20348246924781,-0.893894937331272,-1.37798401803352,-1.82056951820645,-0.502821213410067,-4.74335583299323,0.0543124914125134,2566.7,2643.5,"Other","No recovery",FALSE,0,0.000456,0.00003,0.00033,0.00077,0.00022,0.00003,-0.857134463245022,-1.44649350403271,-1.14554172739387,-0.893894937331272,-1.27319602317017,-1.64684303564025
"146","malignant neoplasm - conjunctiva","C",-0.185677041736986,-0.186468474149326,-0.124519560301275,-0.24231310457526,"(-0.242,-0.125)",0.00001,-0.119037214466552,-0.119782800595389,-0.0514190072851378,-0.181572747245368,"(-0.182,-0.051)",0.00148,-0.0126158289751454,-0.0139257127236633,0.0708830634070255,-0.0887842271063362,"(-0.089,0.071)",0.75689,-0.0847766605422113,-0.0857974323878342,-0.0111512694493609,-0.152037363912612,"(-0.152,-0.011)",0.02784,-0.0518571996181141,-0.0529529837632683,0.0241743554267636,-0.121538438561164,"(-0.122,0.024)",0.18245,-0.0558537016875178,-0.056920648339058,0.0204960179032563,-0.126067597979833,"(-0.126,0.02)",0.15515,-0.0801305749440785,-0.0802327121749305,-0.0517324749428904,-0.107714708054677,"(-0.108,-0.052)",0.00001,"Cornea and external disease",146,-2.13768594207409,-0.775612348544144,-0.0035139795271294,-0.303609081243069,-0.0882235707297098,-0.104075714886845,-0.659019024303586,-5.94963615097581,0.0783500483516155,335.85,333,"Cornea/External","11",FALSE,11,0.00006,0.00444,0.75689,0.05568,0.21894,0.21894,-1.80499734432359,-0.644836601922369,-0.0035139795271294,-0.244846378010948,-0.0787688853643604,-0.0848394023934621
"147","malignant neoplasm - eyelid","F",-0.156288451415647,-0.15644318112042,-0.129008112154857,-0.182886741556383,"(-0.183,-0.129)",0.00001,-0.162990598251207,-0.163137317953204,-0.136010005487405,-0.189017758819292,"(-0.189,-0.136)",0.00001,-0.260536471464177,-0.260665907708398,-0.231876088959072,-0.288221725674629,"(-0.288,-0.232)",0.00001,-0.25215056769955,-0.252310860463667,-0.22321284832232,-0.280078895485443,"(-0.28,-0.223)",0.00001,-0.105687946384546,-0.105945780023161,-0.0701402836018955,-0.139909925211634,"(-0.14,-0.07)",0.00001,-0.191798121340822,-0.192024759827384,-0.15998941196103,-0.222500705841598,"(-0.223,-0.16)",0.00001,-0.185769055664276,-0.185820376775719,-0.173985190653626,-0.197320378619626,"(-0.197,-0.174)",0.00001,"Oculofacial plastics and orbital conditions",147,-1.79933729218396,-1.87649860915705,-2.99953697687341,-2.90299069187485,-1.21677744927105,-2.2081574753182,-0.74933797284724,-8.3232418272921,0.0579646705674174,2558.3,2575.5,"Oculoplastics","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.79933729218396,-1.87649860915705,-2.99953697687341,-2.90299069187485,-1.21677744927105,-2.2081574753182
"148","malignant neoplasm - retina","K",-0.0824476784112053,-0.0848104202710429,0.027316669473586,-0.178643538566511,"(-0.179,0.027)",0.1341,-0.118129475415616,-0.120230004747926,-0.0119153296415094,-0.211336661635694,"(-0.211,-0.012)",0.03616,-0.0145000306101931,-0.0183194122950939,0.137705684286229,-0.145159580973499,"(-0.145,0.138)",0.82929,-0.0601646809128595,-0.063268836755288,0.0762825926315796,-0.178660430867425,"(-0.179,0.076)",0.37765,-0.0677568951206885,-0.070866305120833,0.0705812893027421,-0.187067143538154,"(-0.187,0.071)",0.31555,-0.0278182451988533,-0.0312312747444566,0.117884100074418,-0.154426975943142,"(-0.154,0.118)",0.68389,-0.0625793459606835,-0.0631096440363472,-0.012307697210038,-0.109784740745028,"(-0.11,-0.012)",0.0146,"Retinal and vitreous conditions",148,-0.16565135987749,-0.39216643843856,-0.00271419353620246,-0.0585876104976184,-0.0781533864671101,-0.0105697701783473,-0.430495301498263,-3.11517564885617,0.0898884812057395,230.18,227,"Retina/Vitreous","8",FALSE,8,0.4023,0.21696,0.82929,0.566475,0.566475,0.820668,-0.0750733272027837,-0.180506832267687,-0.00271419353620246,-0.0341929316469926,-0.0385077565163146,-0.00549790440641637
"149","myopia","J",-0.116878197812388,-0.117071610536049,-0.0832558410935077,-0.149210070572679,"(-0.149,-0.083)",0.00001,-0.144488601071428,-0.14466144182931,-0.111658547579362,-0.175827998212157,"(-0.176,-0.112)",0.00001,-0.119185572566789,-0.119442393573328,-0.0812858356790453,-0.15547384401318,"(-0.155,-0.081)",0.00001,-0.113086090530673,-0.113324496838011,-0.0753272877905686,-0.149307840657269,"(-0.149,-0.075)",0.00001,-0.13123100789391,-0.131515282872184,-0.0941957291466277,-0.166786947258776,"(-0.167,-0.094)",0.00001,-0.17076298274818,-0.171102452149679,-0.134986791245354,-0.204690645336297,"(-0.205,-0.135)",0.00001,-0.130598260002153,-0.130609291858056,-0.116549755150097,-0.144372786521896,"(-0.144,-0.117)",0.00001,"Refractive error",149,-1.34560997989407,-1.66348649467317,-1.37217461346124,-1.30195173140451,-1.51085281257551,-1.96598149255579,-0.89553166210827,-9.43182562617941,0.0444513849052209,300070.55,305113,"Refra","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-1.34560997989407,-1.66348649467317,-1.37217461346124,-1.30195173140451,-1.51085281257551,-1.96598149255579
"150","NPDR w/ DME","K",-0.185784446473393,-0.186002108967594,-0.143084083065944,-0.226819422480744,"(-0.227,-0.143)",0.00001,-0.174915933063817,-0.175320257143549,-0.131602778608398,-0.216275334466475,"(-0.216,-0.132)",0.00001,-0.191178484926443,-0.191574013396683,-0.140029230153343,-0.239957648823538,"(-0.24,-0.14)",0.00001,-0.140139920974515,-0.14055983275153,-0.0861107419704984,-0.191579078526408,"(-0.192,-0.086)",0.00002,-0.188459718468963,-0.188881354803203,-0.137515940374969,-0.237273650782835,"(-0.237,-0.138)",0.00001,-0.195642712289105,-0.196024049429126,-0.145211520441546,-0.243733654478314,"(-0.244,-0.145)",0.00001,-0.176869434825698,-0.176942990883424,-0.157716301482963,-0.195742773694978,"(-0.196,-0.158)",0.00001,"Retinal and vitreous conditions",150,-2.13892248479892,-2.01379409999945,-2.20102364746407,-1.51628287373903,-2.16972269188244,-2.25241996434908,-0.50375822177595,-4.89711729560391,0.0459281584354764,77107.42,78820.5,"Retina/Vitreous","No recovery",FALSE,0,0.000012,0.000012,0.000012,0.00002,0.000012,0.000012,-2.10504997528979,-1.98190315477518,-2.16616768846677,-1.51628287373903,-2.13536242261823,-2.21675008046914
"151","NPDR w/o DME","K",-0.141437057962404,-0.141896008105566,-0.0965847800228263,-0.184129890002973,"(-0.184,-0.097)",0.00001,-0.175804086529859,-0.176162133673627,-0.132850597775076,-0.21697937750838,"(-0.217,-0.133)",0.00001,-0.153373429446869,-0.153953729539514,-0.0998554151745057,-0.204347324404682,"(-0.204,-0.1)",0.00001,-0.138631286141944,-0.139089622424891,-0.0847037446094522,-0.18973181817698,"(-0.19,-0.085)",0.00001,-0.149331975448387,-0.149704199336354,-0.0957873252346606,-0.200280009590833,"(-0.2,-0.096)",0.00003,-0.171562134977842,-0.172021742358917,-0.119605360572562,-0.220838730417657,"(-0.221,-0.12)",0.00001,-0.151484831305389,-0.151549830571478,-0.131785395694525,-0.170771883661431,"(-0.171,-0.132)",0.00001,"Retinal and vitreous conditions",151,-1.62835430630583,-2.02401934465544,-1.76577686152867,-1.59605166446516,-1.55518995955536,-1.97518207261106,-0.713463525557961,-7.09490214868254,0.043802681795523,89881.9,91763,"Retina/Vitreous","No recovery",FALSE,0,0.000012,0.000012,0.000012,0.000012,0.00003,0.000012,-1.60256728170977,-1.99196646990858,-1.73781357910109,-1.57077619255541,-1.55518995955536,-1.943902597075
"152","nystagmus / other irregular eye mvmts","E",-0.174331123483464,-0.174744697337214,-0.13104768524693,-0.215144485473142,"(-0.215,-0.131)",0.00001,-0.175927551815404,-0.176331595360011,-0.131733621766531,-0.217930785625862,"(-0.218,-0.132)",0.00001,-0.117532268085786,-0.118047119608146,-0.0643373801698486,-0.167555549319296,"(-0.168,-0.064)",0.0001,-0.122293509058132,-0.122904601683509,-0.0703280139624166,-0.171184083371805,"(-0.171,-0.07)",0.00004,-0.173254713844236,-0.173767225842366,-0.124645918750303,-0.219011299663634,"(-0.219,-0.125)",0.00001,-0.195323866417503,-0.195838773303225,-0.146849961825891,-0.240280923703321,"(-0.24,-0.147)",0.00001,-0.155102148369738,-0.155174920124417,-0.13611204808803,-0.173711871479064,"(-0.174,-0.136)",0.00001,"Neuro-ophthalmology",152,-2.00706123088964,-2.02544079128543,-1.08251219376044,-1.23842125262708,-1.99466860694343,-2.24874911559451,-0.828454622998198,-8.38945435338216,0.0518037094143862,4186.7,4242,"Neuro","No recovery",FALSE,0,0.000015,0.000015,0.0001,0.000048,0.000015,0.000015,-1.9363760430598,-1.9541083074694,-1.08251219376044,-1.21612450966981,-1.92441986566433,-2.16955210298144
"153","ocular hypotony","H",-0.148610133134124,-0.148789543807602,-0.119934859902472,-0.176272107851307,"(-0.176,-0.12)",0.00001,-0.121204451166103,-0.121331953008502,-0.0916652644240101,-0.149634110433627,"(-0.15,-0.092)",0.00001,-0.0995842645262342,-0.0997993019418941,-0.0619897766761496,-0.135464293059889,"(-0.135,-0.062)",0.00001,-0.0723212603297372,-0.0726050455852031,-0.0347455640518784,-0.10847324158476,"(-0.108,-0.035)",0.00037,-0.0895315165040915,-0.0898383987719248,-0.0520170053267218,-0.125434251920992,"(-0.125,-0.052)",0.00002,-0.119984870235078,-0.120235386260046,-0.0839601564086834,-0.154628121189646,"(-0.155,-0.084)",0.00001,-0.105530891653527,-0.105555548583358,-0.0919627417931494,-0.118853540991449,"(-0.119,-0.092)",0.00001,"Other specified eye disorders",153,-1.71093738611247,-1.39541781229797,-1.14650621497441,-0.571483145319318,-0.96871115804129,-1.38137686794058,-0.606665773006726,-6.31800735343545,0.0439226009885809,2407.6,2449,"Other","No recovery",FALSE,0,0.000015,0.000015,0.000015,0.00037,0.000024,0.000015,-1.65068116241528,-1.34627363640271,-1.10612827039241,-0.571483145319318,-0.95238763257014,-1.33272718955937
